ID,StatedAge,Age,WouldYou,OpenToNew,SchoolSimplified,Neighborhood,UserLanguage,CaregiverImmigrate,CaregiverImmigrateYear,CaregiverImmigrateMonth,MonthsSinceCaregiverImmigration,CaregiverDOB_1,CaregiverDOB_2,CaregiverDOB_3,CaregiverResidencyDuration,AverageAgeDifference,VarianceAgeDifference,StDevAgeDifference,AvgAbsAgeDifference,VarAbsAgeDifference,StDevAbsAgeDifference,Partners_count,Partners_no_adults,Count_adults,Prop_adults,Partners_male,Partners_female,Prop_male,Count_same_sex,Count_other_sex,Prop_same_sex,Count_immediate,Count_extended,Count_related,Count_unrelated,Prop_immediate,Prop_extended,Prop_related,Partners_male_noadult,Partners_female_noadult,Prop_malenoadult,Count_same_sex_noadult,Count_other_sex_noadult,Prop_same_sex_noadult,Count_immediate_noadult,Count_extended_noadult,Count_related_noadult,Count_unrelated_noadult,Prop_immediate_noadult,Prop_extended_noadult,Prop_related_noadult,Sex
893,7,7.08,Yes,1,Methodist,Sandy Bay,ES-ES,Yes,2020,NA,43,1993,10,5,43,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,M
894,12,12.5,Yes,1,Public,Camponado/Campolancho,ES-ES,Yes,2022,7,18,1991,4,10,18,4,0,0,4,0,0,3,3,0,0,3,0,1,3,0,1,0,0,0,3,0,0,0,3,0,1,3,0,1,0,0,0,3,0,0,0,M
895,7,8.33,No,0,Public,Camponado/Campolancho,ES-ES,Yes,2022,7,18,1991,4,10,18,0.6,0.3,0.5477225575,0.6,0.3,0.5477225575,5,5,0,0,3,2,0.6,2,3,0.4,0,1,1,4,0,0.2,0.2,3,2,0.6,2,3,0.4,0,1,1,4,0,0.2,0.2,F
900,12,12.67,NA,NA,Adventist,Camponado/Campolancho,ES-ES,Yes,2018,2,71,1989,1,28,71,0.6666666667,0.3333333333,0.5773502692,0.6666666667,0.3333333333,0.5773502692,3,3,0,0,3,0,1,3,0,1,0,0,0,3,0,0,0,3,0,1,3,0,1,0,0,0,3,0,0,0,M
901,7,7.42,NA,NA,Methodist,Sandy Bay,ES-ES,Yes,2005,NA,223,1982,10,12,223,-1.5,9,3,1.5,9,3,4,4,0,0,1,3,0.25,3,1,0.75,1,0,1,3,0.25,0,0.25,1,3,0.25,3,1,0.75,1,0,1,3,0.25,0,0.25,F
908,7,7.17,NA,NA,Public,Rocky Hill,ES-ES,Yes,2006,NA,211,1972,1,29,211,-1.75,1.583333333,1.258305739,1.75,1.583333333,1.258305739,4,4,0,0,2,2,0.5,2,2,0.5,0,0,0,4,0,0,0,2,2,0.5,2,2,0.5,0,0,0,4,0,0,0,F
909,9,9.17,NA,NA,Public,Rocky Hill,ES-ES,Yes,2006,NA,211,1972,1,29,211,-11.75,445.5833333,21.10884491,12.75,412.9166667,20.32035105,4,3,1,0.25,2,2,0.5,2,2,0.5,3,0,3,1,0.75,0,0.75,1,2,0.3333333333,2,1,0.6666666667,2,0,2,0,0.67,0,0.6666666667,F
920,11,11,Yes,1,Public,Camponado/Campolancho,ES-ES,No,NA,NA,NA,1977,1,23,564,-0.4,0.3,0.5477225575,0.4,0.3,0.5477225575,5,5,0,0,4,1,0.8,4,1,0.8,0,1,1,4,0,0.2,0.2,4,1,0.8,4,1,0.8,0,1,1,4,0,0.2,0.2,M
921,6,6.58,Yes,1,Public,Camponado/Campolancho,ES-ES,No,NA,NA,NA,1977,1,23,564,-4,0,0,4,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,M
922,8,8.92,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,F
925,7,7.58,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333,2.333333333,1.527525232,1,1,1,3,3,0,0,1,2,0.333333333,2,1,0.666666667,0,0,0,3,0,0,0,1,2,0.333333333,2,1,0.666666667,0,0,0,3,0,0,0,F
927,12,12.75,Yes,1,Methodist,Sandy Bay,ES-ES,Yes,2008,5,188,1982,7,4,188,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,M
929,12,12,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.414213562,1,2,1.414213562,2,2,0,0,2,0,1,2,0,1,0,0,0,2,0,0,0,2,0,1,2,0,1,0,0,0,2,0,0,0,M
930,10,10.5,Yes,1,Methodist,Sandy Bay,ES-ES,Yes,2008,5,188,1982,7,4,188,-1.166666667,1.366666667,1.169045194,1.166666667,1.366666667,0.4082482905,6,6,0,0,0,6,0,6,0,1,0,0,0,6,0,0,0,0,6,0,6,0,1,0,0,0,6,0,0,0,F
931,9,9.42,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,1.8,1.341640786,1,1,0,5,5,0,0,0,5,0,5,0,1,0,3,3,2,0,0.6,0.6,0,5,0,5,0,1,0,3,3,2,0,0.6,0.6,F
933,12,12.75,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8571428571,1.476190476,1.214985793,0.8571428571,1.476190476,1.214985793,7,7,0,0,7,0,1,7,0,1,0,2,2,5,0,0.285714286,0.285714286,7,0,1,7,0,1,0,2,2,5,0,0.285714286,0.285714286,M
934,8,8,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,0.9166666667,0.9574271078,0.75,0.9166666667,0.9574271078,4,4,0,0,4,0,1,4,0,1,0,0,0,4,0,0,0,4,0,1,4,0,1,0,0,0,4,0,0,0,M
935,5,5,No,1,Public,Camponado/Campolancho,ES-ES,Yes,2015,1,108,1991,6,12,108,-5,18,4.242640687,5,18,4.242640687,2,2,0,0,1,1,0.5,1,1,0.5,2,0,2,0,1,0,1,1,1,0.5,1,1,0.5,2,0,2,0,1,0,1,F
936,5,5.33,NA,NA,Other,Treasure Hill,EN,No,NA,NA,NA,1990,6,29,403,-1.333333333,5.333333333,2.309401077,1.333333333,5.333333333,2.309401077,3,3,0,0,3,0,1,3,0,1,0,0,0,3,0,0,0,3,0,1,3,0,1,0,0,0,3,0,0,0,M
946,9,9,Yes,1,Adventist,Camponado/Campolancho,ES-ES,Yes,2009,NA,175,1995,10,21,175,0,0.5,0.7071067812,0.4,0.3,0.5477225575,5,5,0,0,0,5,0,5,0,1,0,1,1,4,0,0.2,0.2,0,5,0,5,0,1,0,1,1,4,0,0.2,0.2,F
954,12,12.17,No,1,Public,Camponado/Campolancho,ES-ES,Yes,2020,1,48,1982,7,28,48,-0.6666666667,1.333333333,1.154700538,0.6666666667,1.333333333,1.154700538,3,3,0,0,0,3,0,3,0,1,0,0,0,3,0,0,0,0,3,0,3,0,1,0,0,0,3,0,0,0,F
956,11,11.42,Yes,1,Methodist,Cola de Mica/Lozano,ES-ES,Yes,2015,11,98,1985,9,17,98,1.25,2.25,1.5,1.25,2.25,1.5,4,4,0,0,0,4,0,4,0,1,0,2,2,2,0,0.5,0.5,0,4,0,4,0,1,0,2,2,2,0,0.5,0.5,F
957,6,6.17,No,0,Kinder,Cola de Mica/Lozano,ES-ES,Yes,2015,11,98,1985,9,17,98,-2,0,0,2,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,M
958,8,7.92,No,0,Methodist,Cola de Mica/Lozano,ES-ES,Yes,2015,11,98,1985,9,17,98,2,0,0,2,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,M
961,9,9.17,Yes,1,Public,Camponado/Campolancho,ES-ES,Yes,2013,7,126,1997,11,17,126,-2,22,4.69041576,2.5,19,4.358898944,4,4,0,0,4,0,1,4,0,1,0,0,0,4,0,0,0,4,0,1,4,0,1,0,0,0,4,0,0,0,M
964,12,12.42,Yes,1,Public,The Point,ES-ES,Yes,2010,4,165,1985,10,24,165,1.4,3.3,1.816590212,1.8,1.7,1.303840481,5,5,0,0,5,0,1,5,0,1,0,1,1,4,0,0.2,0.2,5,0,1,5,0,1,0,1,1,4,0,0.2,0.2,M
965,7,7.83,No,0,Methodist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.9166666667,0.9574271078,0.75,0.9166666667,0.9574271078,4,4,0,0,4,0,1,4,0,1,0,0,0,4,0,0,0,4,0,1,4,0,1,0,0,0,4,0,0,0,M
966,13,13.75,NA,NA,Methodist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,98,9.899494937,7,72,8.485281374,2,2,0,0,2,0,1,2,0,1,0,0,0,2,0,0,0,2,0,1,2,0,1,0,0,0,2,0,0,0,M
967,7,7.92,Yes,1,Methodist,Jericho,ES-ES,Yes,2016,4,93,1993,3,16,93,-3,0,0,3,0,0,2,1,1,0.5,1,1,0.5,1,1,0.5,1,1,2,0,0.5,0.5,1,1,0,1,0,1,0,0,1,1,0,0,1,1,F
968,10,10.83,Yes,1,Public,Airport/Jerusalem,ES-ES,Yes,2010,NA,163,1990,10,30,163,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,M
969,16,16.33,No,1,Public,Airport/Jerusalem,ES-ES,Yes,2010,NA,163,1990,10,30,163,5,32,5.656854249,5,32,5.656854249,2,2,0,0,0,2,0,2,0,1,0,1,1,1,0,0.5,0.5,0,2,0,2,0,1,0,1,1,1,0,0.5,0.5,F
971,13,13.42,Yes,1,Methodist,Cola de Mica/Lozano,EN,No,NA,NA,NA,1978,5,7,548,-1.428571429,3.952380952,1.988059595,1.714285714,2.904761905,1.704336206,7,7,0,0,5,2,0.714285714,5,2,0.714285714,1,2,3,4,0.142857143,0.285714286,0.428571429,5,2,0.714285714,5,2,0.714285714,1,2,3,4,0.142857143,0.285714286,0.428571429,M
978,8,8.92,Unsure,0,Public,La Loma,ES-ES,Yes,2018,7,66,1995,3,5,66,1.5,0.5,0.7071067812,1.5,0.5,0.7071067812,4,4,0,0,0,4,0,4,0,1,1,1,2,2,0.25,0.25,0.5,0,4,0,4,0,1,1,1,2,2,0.25,0.25,0.5,F
979,9,9.75,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.357142857,2.314550249,2,4.285714286,2.070196678,8,8,0,0,1,7,0.125,7,1,0.875,1,5,6,2,0.125,0.625,0.75,1,7,0.125,7,1,0.875,1,5,6,2,0.125,0.625,0.75,F
982,7,7,Yes,1,Methodist,Countryside,ES-ES,Yes,2008,NA,187,1983,7,27,187,-0.125,0.6964285714,0.8345229604,0.625,0.2678571429,0.5175491695,8,8,0,0,3,5,0.375,5,3,0.625,0,0,0,8,0,0,0,3,5,0.375,5,3,0.625,0,0,0,8,0,0,0,F
985,7,7.75,Yes,1,Methodist,Cola de Mica/Lozano,ES-ES,Yes,2012,NA,139,1980,7,24,139,-8.5,12.5,3.535533906,8.5,12.5,3.535533906,2,2,0,0,2,0,1,0,2,0,1,1,2,0,0.5,0.5,1,2,0,1,0,2,0,1,1,2,0,0.5,0.5,1,F
986,10,10,Yes,1,Methodist,Cola de Mica/Lozano,ES-ES,Yes,2012,NA,139,1980,7,24,139,1,0,0,1,0,0,3,3,0,0,1,2,0.333333333,2,1,0.666666667,0,0,0,3,0,0,0,1,2,0.333333333,2,1,0.666666667,0,0,0,3,0,0,0,F
987,15,15.25,Yes,1,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.6964285714,0.8345229604,0.375,0.5535714286,0.7440238091,8,8,0,0,8,0,1,8,0,1,0,1,1,7,0,0.125,0.125,8,0,1,8,0,1,0,1,1,7,0,0.125,0.125,M
988,13,13.83,NA,NA,Methodist,Airport/Jerusalem,ES-ES,No,NA,NA,NA,1989,1,1,420,-0.6,0.8,0.894427191,0.6,0.8,0.894427191,5,5,0,0,0,5,0,5,0,1,0,1,1,4,0,0.2,0.2,0,5,0,5,0,1,0,1,1,4,0,0.2,0.2,F
